,condition_label,medical_abstract
29,2,"Proximal esophageal pH-metry in patients with 'reflux laryngitis'. Fiberoptic laryngoscopic examinations were performed on 40 patients with gastroesophageal reflux disease, 25 of whom had persistent laryngeal symptoms (dysphonia, cough, globus sensation, frequent throat clearing, or sore throat) and 15 without laryngeal symptoms who served as disease controls. Ten patients with laryngeal symptoms but none of the controls had laryngoscopic findings consistent with reflux laryngitis. Dual-site ambulatory pH recordings were obtained with the pH electrodes spaced 15 cm apart and with the proximal sensor positioned just distal to the upper esophageal sphincter. Patients in the three groups (disease controls: group 1; patients with symptoms but without laryngoscopic findings: group 2; and patients with both laryngeal symptoms and findings: group 3) were comparable in terms of age, smoking habit, the presence of esophagitis, and distal esophageal acid exposure. Proximal esophageal acid exposure was, however, significantly increased in groups 2 and 3, and nocturnal proximal esophageal acidification occurred in over half of these patients but in none of the group 1 patients. We conclude that the subset of reflux patients who experience laryngeal symptoms show significantly more proximal esophageal acid exposure (especially nocturnally) and often have laryngoscopic findings of posterior laryngitis not observed in control reflux patients. "
30,2,"Inflammatory abdominal aortic aneurysms. In a series of 517 operations for abdominal aortic aneurysm from 1971 to 1988 there were 45 cases (8.7%) with an inflammatory aneurysm with a typical thick glistening whitish fibrous layer. Almost two-third of the patients had rather severe chronic or acute progressive pain in the abdomen, the back or the flank. Unilateral (7) or bilateral (2) hydronephrosis due to ureteral compression occurred in 9 patients (20%). A diagnosis of inflammatory aneurysm was made preoperatively only in 10 patients. In 8 of the 9 patients with hydronephrosis ureterolysis was done, unilaterally (6) or bilaterally (2). After ureterolysis all had complete resolution of the hydronephrosis. Preoperative diagnostic methods are excretory urography, showing medial deviation, ultrasonography and CT-scanning of the abdominal aorta. All patients with an inflammatory aneurysm should undergo aortic replacement to prevent rupture and achieve pain relief. Ureterolysis in cases of hydronephrosis is strongly recommended and may be performed safely and with excellent results. "
31,1,"When is polypectomy sufficient treatment for colorectal cancer in a polyp? Eighty-seven patients with a carcinoma in a polyp were reviewed over a 12-year period. Ten histologic criteria were analyzed for an association with the presence of residual carcinoma. Four factors were identified as having prognostic value: size greater than 1.5 cm, sessility, cancer of at least 50% of the adenoma volume, and invasive carcinoma. Polypectomy alone is adequate treatment unless the carcinoma invades deeper to the muscularis mucosa and is associated with one or more of these characteristics. "
32,1,"Hypersensitivity reactions to epipodophyllotoxins in children with acute lymphoblastic leukemia. The incidence, clinical characteristics, and outcome of hypersensitivity reactions to teniposide (VM-26), etoposide (VP-16), or both were determined in 108 children with acute lymphoblastic leukemia (ALL) treated with a contemporary regimen of intensive multiagent chemotherapy. Fifty (46%) of the 108 patients had one or more hypersensitivity reactions. The risk of any child having an initial reaction over the cumulative dose range studied was 52% (95% confidence limits, 41% and 63%) for VM-26, compared with 34% (95% confidence limits, 24% and 44%) for VP-16. The risk of having an initial reaction to VM-26 or VP-16 was clearly related to the cumulative dose. This risk peaked at 1500 to 2000 mg/m2 for VM-26 and at 2000-3000 mg/m2 for VP-16. All reactions were Type 1 reactions according to the Gell and Coombs classification, characterized by urticaria, angioedema, flushing, rashes, or hypotension, and 86% of reactions were of Grade 1 or 2 severity according to standard criteria. There was no evidence of increasing clinical severity on repeated rechallenge with premedication, and no deaths occurred. The findings suggested that hypersensitivity reactions to epipodophyllotoxins in children with ALL are more common than previously reported, but only rarely constitute dose-limiting toxicity. "
33,4,"Ultrastructural changes in impotent penile tissue: a comparison of 65 patients. To determine whether impotence is caused by specific and consistent changes in erectile tissue, we compared the ultrastructure of the corpora cavernosa in 6 controls with that in 59 patients undergoing implantation of a penile prosthesis. The impotent patients were divided into groups based on a medical history of hypertension (10), pelvic surgery (9), alcoholic smokers (8), hypertensive alcoholics (3), hypertensive alcoholic smokers (3), smokers (3), diabetics (8), diabetic smokers (3), Peyronie's disease (3), spinal cord injury (3) and isolated causes (6). Our data demonstrate that different behavioral and/or medical conditions produce similar degenerative tissue responses. There is no single or specific cause of impotence that is manifest by consistent changes in erectile tissue. "
34,2,"Omeprazole in H2 receptor antagonist-resistant reflux esophagitis. We conducted a retrospective review of 25 patients with severe reflux esophagitis treated with omeprazole because of failure of H2 receptor antagonists to heal their esophagitis. Prior to beginning omeprazole (40 mg/day), all patients were on H2 antagonists for at least 9 months and still had endoscopic evidence of longitudinal (grade II) or circumferential (grade III) distal esophageal ulceration. Omeprazole therapy brought about complete endoscopic healing in 24 of 25 patients (96%). Twenty-three of 24 healed patients were then restarted on H2 antagonists as maintenance therapy. Repeat endoscopy was performed if symptoms recurred. Fourteen of 24 patients (58%) had recurrence of endoscopic esophagitis documented between 26 and 300 days from the time of starting maintenance therapy. Two of these 14 patients opted for antireflux surgery, whereas the remaining 12 were once again given omeprazole, which again resulted in symptom resolution in all patients. These data suggest that most patients with H2 receptor antagonist-resistant ulcerative esophagitis cannot be successfully maintained on H2 antagonists even after the ulcers have been healed with omeprazole. Further studies are required to determine the role of omeprazole compared to other treatments in the long-term maintenance therapy of these patients. "
35,0,"Spontaneous sump syndrome: Successful treatment by duodenoscopic sphincterotomy. ""Sump syndrome"" is a rare complication of side-to-side choledochoenterostomy operations which develops in the distal, nonfunctioning limb of the common bile duct where lithogenic bile, gastrointestinal contents, and debris accumulate. We report here a patient who developed spontaneous sump syndrome as a result of the formation of choledochoduodenal fistula, and who presented with multiple pyogenic liver abscesses. The patient's symptoms and liver abscesses resolved completely after treatment by endoscopic sphincterotomy and antibiotics. This case demonstrates that sump syndrome may occur spontaneously, that it can be a cause for pyogenic liver abscess formation, and that it may be treated effectively by endoscopic sphincterotomy. "
36,1,"Low metastatic potential of clone from murine colon adenocarcinoma 26 increased by transfection of activated c-erbB-2 gene. We investigated the effect of an activated c-erbB-2 gene (also known as ERBB2) on metastatic potential. The c-erbB-2 gene was activated by mutation of the valine at position 659 within the transmembrane domain to glutamic acid. The activated c-erbB-2 expression vector was transfected into low-metastatic-potential NL-4 cells, which were established from a metastatic variant of murine colon adenocarcinoma 26. All 10 clones produced lung metastases in BALB/c mice injected via the tail vein. Eight of the 10 clones expressed messenger RNA (mRNA) of activated c-erbB-2 and showed morphological alteration; seven of the eight produced significantly enhanced experimental metastatic activity compared with that of untransfected NL-4 or NL-4neo cells, and one had metastatic ability similar to that of NL-4 cells. Two clones did not express c-erbB-2 mRNA and did not show morphological alteration or highly metastatic phenotype. Five of the 10 clones subcutaneously implanted in the flank failed to produce metastasis in the lungs or other organs of the mice. The metastatic ability of the other five clones was not determined. These results indicate that the activated c-erbB-2 gene can enhance experimental but not spontaneous metastatic potential in NL-4 cells, suggesting participation of the gene in the metastatic process after initial arrest and lodgement in the capillary bed. "
37,4,"Management of mycotic rupture of the ascending aorta after heart-lung transplantation. A 19-year-old woman underwent heart-lung transplantation for obstructive bronchiolitis. Eleven days later mycotic rupture of the ascending aorta occurred. Emergency cardiopulmonary bypass was instituted via the femoral vessels and the chest was reopened under cardiac massage. Perforation of the aorta at the site of insertion of the cardioplegic cannula in the donor aorta was seen. Under circulatory arrest the infected area was excised, a pericardial patch plasty was performed, and the region was covered with a muscle flap. Postoperatively, Candida albicans was found in the excised specimen of the aorta, in drainage fluid, and in the bronchoalveolar lavage. High doses of antimycotics were administered intravenously and for irrigation of the mediastinum, which resulted in an eradication of fungi in all cultures 7 days later. Six weeks after reoperation the patient was discharged home, and she remains well 9 months postoperatively. "
38,1,Treatment of renal cell carcinoma by extracorporeal partial nephrectomy and autotransplantation using splenic vascular anastomosis. A patient with large left lower pole renal cell carcinoma in a solitary kidney is presented. The patient was treated by partial nephrectomy and autotransplantation using splenic arterial and venous anastomoses. The potential for reducing operative morbidity compared with autotransplantation to the iliac fossa is discussed. 
39,4,"Intravascular ultrasound imaging of human coronary arteries in vivo. Analysis of tissue characterizations with comparison to in vitro histological specimens. BACKGROUND. Intravascular ultrasound imaging was performed in 27 patients after coronary balloon angioplasty to quantify the lumen and atheroma cross-sectional areas. METHODS AND RESULTS. A 20-MHz ultrasound catheter was inserted through a 1.6-mm plastic introducer sheath across the dilated area to obtain real-time images at 30 times/sec. The ultrasound images distinguished the lumen from atheroma, calcification, and the muscular media. The presence of dissection between the media and the atheroma was well visualized. These observations of tissue characterization were compared with an in vitro study of 20 human atherosclerotic artery segments that correlated the ultrasound images to histological preparations. The results indicate that high-quality intravascular ultrasound images under controlled in vitro conditions can provide accurate microanatomic information about the histological characteristics of atherosclerotic plaques. Similar quality cross-sectional ultrasound images were also obtained in human coronary arteries in vivo. Quantitative analysis of the ultrasound images from the clinical studies revealed that the mean cross-sectional lumen area after balloon angioplasty was 5.0 +/- 2.0 mm2. The mean residual atheroma area at the level of the prior dilatation was 8.7 +/- 3.4 mm2, which corresponded to 63% of the available arterial cross-sectional area. At the segments of the coronary artery that appeared angiographically normal, the ultrasound images demonstrated the presence of atheroma involving 4.7 +/- 3.2 mm2, which was a mean of 35 +/- 23% of the available area bounded by the media. CONCLUSIONS. Intravascular ultrasound appears to be more sensitive than angiography for demonstrating the presence and extent of atherosclerosis and arterial calcification. Intracoronary imaging after balloon angioplasty reveals that a significant amount of atheroma is still present, which may partly explain why the incidence of restenosis is high after percutaneous transluminal coronary angioplasty. "
40,4,"Parathyroidectomy in chronic renal failure: a nine-year follow-up study. Seventy-three patients with chronic renal failure who underwent parathyroidectomy between March 1978 and April 1987 were reviewed. Thirty-four patients had undergone sub-total parathyroidectomy, and 39 patients had undergone total parathyroidectomy with parathyroid autograft into the forearm. Eight patients showed persistent hyperparathyroidism requiring a second surgical procedure. In all other patients there was highly statistical improvement in parathyroid hormone, total calcium, ionized calcium, alkaline phosphatase and a significant reduction in calcium x phosphate product. Histological evidence of osteitis fibrosa was present in 21 of 22 patients before surgery. Postoperatively, four showed complete resolution and improvement. Three patients developed histological evidence of osteomalacia during the study period. Only four of the 39 patients who underwent total parathyroidectomy with autograft had true recurrent hyperparathyroidism and only two of the 34 patients who underwent sub-total parathyroidectomy had recurrent disease, indicating that there is little to choose between the two techniques in the control of secondary hyperparathyroidism and its subsequent recurrence. In one patient with recurrence of hyperparathyroidism from a forearm parathyroid graft the histological picture was different from that of normal hyperplastic parathyroid tissue. Although it is probable that abnormal parathyroid tissue had been implanted there was no evidence of invasive growth into the forearm muscle. The most striking feature of long term follow-up was the difference in calcium x phosphate product in patients in whom vascular calcification increased compared to those patients with no change or regression of calcification. Mean calcium phosphate product in those patients with progressive vascular calcification was 4.93 for small and medium size vessels and 5.38 for large vessels compared to 4.10 for small and medium vessels and 4.09 for large vessels. In the former case the serum phosphate was 2.00 and 2.17 as compared to 1.75 or 1.73, suggesting that the aim in patients with end stage renal failure maintained by dialysis should be to control the serum phosphate concentration to 1.8 mmol or less and the calcium x phosphate product to less than 4.2. "
41,4,"Effect of aortic sclerosis on bone mineral measurements by dual-photon absorptiometry. Measurements of the bone mineral content (BMC) of lumbar spine by dual-photon absorptiometry (DPA) are performed mainly in the anteroposterior (AP) projection. Due to superimposition of the abdominal aorta, the BMC measured for patients with aortic calcification usually is too high. To determine the influence of aortic calcifications, DPA scans were performed in the AP-projection on 100 dissected abdominal aortae with different degrees of atherosclerosis placed on a human lumbar spine cast in lucite. The measured values were compared with those obtained in the same projection without the aortae. The average increase of the BMC values relative to the mean for the vertebrae L2 to L4 for aortae with severe complicated lesions, i.e., those containing larger amounts of calcium, was 0.03 g/cm2, with a maximum deviation of 0.09 g/cm2. Aortae with fatty streaks or fibrous plaques did not cause significant increases of the BMC. The mean deviation for aortae with mild complicated lesions, i.e., those containing smaller amounts of calcium, was within the range of instrument precision. "
42,4,"Angiocentric lymphoma with histologic features of neoplastic angioendotheliomatosis presenting with predominant respiratory and hematologic manifestations. Report of a case and review of the literature Neoplastic angioendotheliomatosis (NAE) is a rare fatal disease characterized by widespread intravascular proliferations of neoplastic mononuclear cells. Clinically, dermatologic and bizarre neurologic manifestations usually predominate. The origin of the neoplastic cells remains still undetermined. The authors report a patient with NAE peculiar with respect to the following points: (1) the patient predominantly manifested respiratory symptoms and hematologic findings and lacked cutaneous or neurologic manifestations; and (2) immunohistochemical and molecular genetic studies showed the B-cell nature of the neoplastic cells, although previous cases with predominant respiratory or hematologic manifestations were reported to be of endothelial origin. Despite the rarity, this type of NAE or angiocentric lymphoma should be recognized because it is easily confused with other disorders, particularly vasculitis or thrombotic thrombocytopenic purpura. "
43,4,"Limitations of electroencephalographic monitoring in the detection of cerebral ischemia accompanying carotid endarterectomy. An analysis was undertaken of 458 consecutive carotid endarterectomies performed over 6 years with the patient under general anesthesia and with electroencephalographic monitoring. Seventy patients (15%) had electroencephalographic changes suggestive of ischemia with carotid clamping and had shunts placed. Ischemic encephalographic changes occurred in 26% of patients with an occluded contralateral carotid artery, 21% of patients with a prior stroke history, and 12% of patients with no stroke history and a patent contralateral carotid artery. Nineteen strokes (4.1%), nine transient deficits (2.0%), and one death (0.2%) occurred in the 458 endarterectomies in this experience. Ten of the 19 strokes and five of nine transient deficits were immediately apparent when patients awoke from anesthesia. Five of 10 patients with immediate strokes and all five patients with immediate transient deficits had no ischemic electroencephalographic changes during the procedure. Two other patients with immediate strokes initially had ischemic electroencephalographic changes after carotid clamping that reversed with increased blood pressure or shunting. Therefore 7 of 10 patients with immediate strokes and all 5 patients with immediate transient deficits had electroencephalographs unchanged from baseline at completion of the procedure, and thus deficits not manifest by operative electroencephalographic changes developed. Our data do not support the tenet that electroencephalographic monitoring will always predict neurologic deficits accompanying carotid endarterectomy. "
44,1,"The internist in the management of head and neck cancer. The general internist has an important role in the management of head and neck squamous cell cancers. This heterogeneous group of cancers must be accurately diagnosed and staged before planning treatment. Curability is directly related to stage at presentation and, because most patients with such cancers present to internists first, these physicians must be familiar with presenting symptoms and must be suspicious enough to refer patients with symptoms for appropriate evaluation. The work-up of patients with suspected unknown primary cancer presenting as adenopathy is detailed, and the physician is cautioned not to immediately proceed to open biopsy. As many as 10% of such primary cancers remain undetected, although, with proper therapy, the 5-year survival rate for squamous cell cancer of the head and neck is 60%. Those patients cured of head and neck cancer still face significant psychosocial and medical problems, including hypothyroidism, xerostomia, and a 20% rate of second primary cancer. Head and neck cancer is highly preventable; 75% of cases are related to tobacco and alcohol use. Smokeless tobacco has gained popularity among young Americans and is associated with an increased incidence of head and neck cancer at several sites. Education is crucial, and internists must seek strategies to stop patients from using tobacco products. Other etiologic factors include industrial carcinogens, Epstein-Barr virus, and diet. Retrospective serologic and dietary recall studies of vitamin A suggest an etiologic role of diet; vitamin A analogs have been tested in preneoplastic lesions. To reduce mortality from head and neck cancers, the general internist must play a central role in prevention and early detection. "
45,2,"Redevelopment of hepatitis B surface antigen after renal transplantation. A patient with chronic hepatitis B virus (HBV) and chronic renal failure received a renal transplantation. Hepatitis B surface antigen (HBsAg) disappeared, and antibodies to HBsAg appeared 10 months before transplantation. Liver tests showed no abnormality at transplantation. Six months later, chronic hepatitis reactivated, antibodies to HBsAg disappeared, and HBsAg reappeared. Hepatitis B virus DNA was demonstrated with polymerase chain reaction in the serum collected before transplantation. This observation suggests that low level HBV replication was present before transplantation despite the absence of detectable HBsAg and was reactivated under immunosuppressive therapy after transplantation. "
46,1,"The pathology of heart allograft rejection. The pathologist plays an important role in the care of cardiac transplant recipients. Day-to-day management of immunosuppression is largely dependent on the diagnosis and grading of acute rejection. While noninvasive methods have been tried experimentally, the endomyocardial biopsy remains the gold standard in monitoring the rejection status of the heart allograft. The diagnosis of rejection, however, is complicated by a variety of other histologic findings, which may be procedural or processing related, due to sampling, or specifically related to transplantation. Failed allografts, whether from autopsy or explantation, provide the opportunity to study short- and long-term changes in the transplanted heart. Allograft arteriopathy, or graft atherosclerosis, is the major limiting factor in long-term recipient survival. While the morphological features of graft arteriopathy have been well described, the mechanism and factors contributing to its development remain unclear. "
47,0,"Heterotopic tissue in lymph nodes. An unrecognized problem. Heterotopic tissue in lymph nodes is both unknown to clinicians and a potential source of confusion with metastatic disease. We reviewed the English literature and found 289 cases of heterotopic tissue in lymph nodes. The majority (84%) of these patients were operated on for malignant neoplasms. The most frequent sites of occurrence was the pelvis (67%), followed by the axilla (14%), neck (14%), groin (3%), abdomen (2%), and mediastinum (less than 1%). The tissue seen is site-specific and frequently resembles a neighboring organ. Three cases have been reported in which heterotopic tissue was mistaken for metastatic disease. These cases illustrate the importance of being familiar with heterotopic tissue in lymph nodes and identifying it when it does occur, to avoid inappropriate therapy. "
48,0,"The Hastings bipolar hemiarthroplasty for subcapital fractures of the femoral neck. A 10-year prospective study. In a 10-year prospective study, 561 displaced subcapital fractures of the femoral neck in 546 patients were treated with the Hastings bipolar hemiarthroplasty. Within six months of their operations, 148 patients had died. In 322 hips followed up, 243 with adequate serial radiographs separated by more than one year, only 14 (5.6%) showed acetabular erosion. A group of 91 had been reviewed for between three and nine years (mean, 4 years 10 months) and of these, 95% had no pain or slight pain only. Comparison with an earlier series of conventional hemiarthroplasties reported from this institution showed that the clinical results were similar, but that the erosion rate had been halved. "
49,2,"Achalasia in the elderly. Effects of aging on clinical presentation and outcome. Clinical and manometric data from 13 elderly subjects with idiopathic achalasia (mean age 79 +/- 2 years) were compared with findings from younger subjects with the same disease (n = 79) to see if aging altered the presentation and outcome of this motor disorder. Fewer elderly subjects complained of chest pain (27% vs 53%), and the pain was significantly less severe (P less than 0.01). Other presenting features (including sex, duration of symptoms, and presence and severity of dysphagia) did not differ between the groups. Across all patients, age weakly and inversely correlated with residual postdeglutitive lower esophageal sphincter; (LES) pressure (R = -0.34), and residual pressure was significantly lower in the older subjects (8.0 +/- 1.3 mm Hg vs. 11.9 +/- 0.8 mm Hg; P = 0.02). No differences in basal LES pressure or esophageal-body contraction amplitudes were present between the groups. Initial success with pneumatic dilation was similar in the two subject groups, but the number of older subjects available for analysis was too small to draw strong conclusions. These results indicate that aging decreases the elevation of LES residual pressure that occurs with achalasia. As elderly achalasia patients also present with less chest pain, the findings may be interrelated. "
50,1,"Diagnostic significance of carcinoembryonic antigen in the differential diagnosis of malignant mesothelioma. The histologic and cytologic distinction of malignant mesothelioma from carcinomas metastatic to the pleura or peritoneum is often problematic. For this reason immunologic methods are being increasingly used as diagnostic adjuncts. This review summarizes 40 studies on the expression of carcinoembryonic antigen in mesotheliomas and in lung and other carcinomas involving the pleura or peritoneum. Carcinoembryonic antigen was identified immunohistochemically in 11% of mesotheliomas and in 84% of carcinomas examined and immunocytochemically (in serous effusions) in 4% and 58%, respectively. In serum and in pleural or ascitic fluid, significantly elevated levels of carcinoembryonic antigen are commonly associated with (lung) carcinomas but rarely with mesotheliomas. Thus, together with identification of the antigen in serum, pleural fluid, or ascitic fluid, immunohistochemical and immunocytochemical techniques for detecting carcinoembryonic antigen provide a valuable aid for distinguishing malignant mesothelioma from metastatic carcinomas. "
51,0,"Pathophysiological aspects of edema formation in diabetic nephropathy. The present study was undertaken to evaluate some pathophysiological mechanisms of edema formation in diabetic nephropathy. Sixty-three subjects were investigated: 9 normal subjects (I), 9 normoalbuminuric Type 1 (insulin-dependent) diabetic patients (II), 15 microalbuminuric Type 1 diabetic patients (III), 16 Type 1 diabetic patients with nephropathy without edema (IV), and 14 Type 1 diabetic patients with nephropathy and edema (V). Plasma volume (125I-albumin), glomerular filtration rate and extracellular fluid volume (51Cr-EDTA) were measured. Colloid osmotic pressure and albumin concentration were measured in plasma and in subcutaneous interstitial fluid (suction blister technique). The ratio between plasma volume and interstitial fluid volume was reduced in patients with edema compared with group 1 (P less than 0.05). The interstitial colloid osmotic pressure (mm Hg) was significantly reduced (P less than 0.05) in group V compared with the other groups (V: 4.3 +/- 1.1, I: 7.9 +/- 1.7, II: 7.5 +/- 1.8, III: 6.6 +/- 1.5, IV: 6.6 +/- 1.1), but the transcapillary colloid osmotic gradient in patients with edema was comparable with the remaining subjects. The ratio between interstitial and plasma albumin concentration was significantly reduced in group V compared with groups I and II (V: 0.31 +/- 0.1, I: 0.43 +/- 0.06, II: 0.44 +/- 0.06; P less than 0.01; III: 0.41 +/- 0.07, IV: 0.41 +/- 0.08). This reduction was mainly due to enhanced lymph flow. The wash-down of subcutaneous interstitial protein indicated increased capillary filtration, but at the same time limited the increase in net filtration pressure and thereby prevented progressive edema formation in diabetic nephropathy. "
52,1,Retroperitoneal lymph node dissection in malignant mesothelioma of tunica vaginalis testis. A case of metastatic mesothelioma of the tunica vaginalis testis in a 57-year-old man is reported. Clinicopathological findings and treatment options are reviewed. 
53,0,"Age, sex, and road-use patterns of motor vehicular trauma in Rhode Island: A population-based hospital emergency department study. Population-based hospital emergency department data on motor vehicle traffic trauma in Rhode Island, 1984-85, are analyzed by age, sex, and road-use status. Annualized rates of overall and severe trauma were 1,195 cases (95% confidence interval [CI] = 1,164, 1,225) and 102 cases (95% CI = 94, 111) per 100,000 population, respectively. Overall and severe rates peaked at ages 15-24 years. Male rate excesses were most pronounced for motor-cycle and pedal cycle trauma. "
54,0,"Thirty-year follow-up of superior vena cava-pulmonary artery (Glenn) shunts. The first superior vena cava-pulmonary artery shunt (Glenn shunt) in our series was performed in February 1958. From then through September 1988, 91 patients have undergone this procedure for a wide variety of congenital defects. We here report follow-up data available on all patients. Ages ranged from 2 days to 46 years (mean 6.8). Diagnoses were as follows: tricuspid atresia, 27; single ventricle, 22; tetralogy of Fallot, 14; D-transposition of the great arteries, ventricular septal defect, and pulmonary stenosis, 9; D-transposition, 5; Ebstein's anomaly, 4; pulmonary atresia + intact septum, 4; and others, 6. The hospital mortality rate was 7.7% (one death in the last 53 patients, 1.9%). Five deaths occurred in patients less than 6 months old. There were 20 late deaths (22%) with actuarial survival rates of 84% and 66% at 10 and 20 years, respectively. Pulmonary arteriovenous fistula formation was seen in 18 patients (19.7%), six of whom have undergone therapeutic embolization with improvement in saturation. The prevalence of pulmonary arteriovenous fistula increases with time after shunt. No long-term shunt thrombosis or stricture formation was seen. Fifty percent of shunts were still functioning at 20 years. Palliation was limited because of decrease in blood flow to the contralateral pulmonary artery, collaterals between the inferior and superior venae cavae, and pulmonary arteriovenous fistula formation. Improvement in saturation was obtained in eight otherwise inoperable patients by creation of a right axillary arteriovenous fistula up to 19 years after the Glenn shunt. Three patients had conversion of a Blalock-Taussig shunt to a Glenn shunt with improvement in congestive heart failure. Twenty-six patients have undergone a Fontan procedure with two deaths. Compared with the group having a Fontan procedure without a prior Glenn operation, there was no difference in early or late mortality. Thirty years after a Glenn shunt, the first patient in this series is working full time after having undergone a modified Fontan procedure in 1981. We conclude that the Glenn connection, usually with supplemental procedures to enhance oxygenation, has provided excellent physiologic palliation with low mortality up to 30 years with no late thrombosis or stricture formation. The incidence of pulmonary arteriovenous fistula increases with time and can be effectively treated with embolization. Physiologic repair after the Glenn shunt carries a low mortality. Although currently used infrequently, superior vena cava-pulmonary artery shunting remains a useful method of palliation in selected patients.(ABSTRACT TRUNCATED AT 400 WORDS). "
55,0,"The abdominal trauma index--a critical reassessment and validation. The Abdominal Trauma Index (ATI) was devised to quantify the risk of complications following abdominal trauma. With scores greater than 25, the risk of postoperative complications became exponential. The purpose of the present study was to determine if: 1) the organ risk factors previously assigned were more statistically valid; and 2) the addition of physiologic variables would enhance the prediction of postinjury intra-abdominal sepsis. Fifteen abdominal organ systems and 17 physiologic variables in 300 consecutive patients were analyzed to determine ability to predict intraabdominal sepsis. There were no significant differences in predictive ability between the old and new organ risk factors. The addition of physiologic factors did not enhance the prediction of intra-abdominal sepsis. This clinical study demonstrates that: 1) the risk of intra-abdominal sepsis increases with increasing ATI score; 2) the previous (1979-initial) organ risk grading concept is statistically valid; 3) six of the 15 organ systems warrant a change in their relative rank order (1989-revision); 4) the addition of demographic, physiologic, and immunologic variables did not significantly improve the prediction of intra-abdominal sepsis. "
56,1,"Regulation of insulin, epidermal growth factor, and transforming growth factor-alpha levels by growth factor-degrading enzymes. The mechanisms by which growth factors are degraded and the role this process plays in the regulation of cell growth are not well understood. Insulin degradation is believed to be mediated by a specific metalloprotease, insulin-degrading enzyme (IDE). We have previously shown that IDE can also degrade transforming growth factor-alpha (TGF alpha), but not epidermal growth factor (EGF), in vitro. This selectivity was surprising, since TGF alpha and EGF are structurally similar and bind to the same receptor with comparable affinities. Using a spectrum of protease inhibitors, we have now analyzed the degradation of TGF alpha, EGF, and insulin by human hepatoma HepG2 cells. The results suggest that bacitracin-sensitive metalloproteases are involved in the degradation of TGF alpha and EGF as well as insulin, and that the degradation of TGF alpha, but not EGF, is mediated in part by IDE. Inhibiting the activity of these metalloproteases decreased growth factor depletion, suggesting that these enzymes play an important role in the control of extracellular growth factor levels. The existence of separate degradative pathways for EGF and TGF alpha may explain how the two factors exert differential effects in some systems, and degradation of TGF alpha by IDE would provide a possible mechanism for interaction between the insulin and TGF alpha/EGF signalling systems. "
57,0,"Bipolar hemiarthroplasty for subcapital fracture of the femoral neck. A prospective randomised trial of cemented Thompson and uncemented Moore stems. We performed a randomised prospective trial to compare the results of 27 cemented and 26 uncemented bipolar hemiarthroplasties in active patients with displaced subcapital fractures of the femoral neck. After a mean follow-up of 17 months, significantly more of the uncemented group were experiencing pain in the hip and using more walking aids than the patients in the cemented group. The incidence of postoperative complications, the early mortality rate and the operating time and blood loss were not significantly different. Using otherwise identical prostheses the early results were much better with a cemented Thompson stem than with an uncemented Austin Moore stem. "
58,0,"Mobile knee reconstructions after resection of malignant tumors of the distal femur. Limb-salvage surgery involving mobile knee reconstructions for malignant tumors about the distal femur is a desirable and achievable goal. With limb salvage, the survival rate does not decrease significantly, and the resulting function is superior to when an amputation plus a prosthesis are used. Immediate and delayed morbidity is greater after limb-salvage surgery than after amputation. However, with thorough preoperative planning, use of neoadjuvant chemotherapy as indicated, and an experienced team of surgeons, limb-salvage surgery can provide a mobile knee with excellent function in the vast majority of cases for patients with malignant tumors of the distal femur. "
59,1,"The relationship of ""high risk"" mammographic patterns to histological risk factors for development of cancer in the human breast. In the UK Trial for the Early Detection of Breast Cancer in Nottingham, 119 women were identified as having fibrocystic change with epithelial hyperplasia or in situ carcinoma. Their mammograms were classified according to Wolfe's criteria and the corresponding histology for each patient was classified for degrees of epithelial hyperplasia, atypia and in situ neoplasia using Page's criteria. A control population of patients presenting for breast screening was used to represent the general population. No correlation was found between the four mammographic Wolfe patterns, N1, P1, P2 and DY and histological evidence of epithelial hyperplasia, atypia or in situ carcinoma. A further study was carried out to determine histological features of Wolfe pattern, using radiological examination of resected breast tissue. The variation in Wolfe pattern was related to the distribution of fibrous and adipose tissue in the breast interlobular stroma and appeared to have no relationship to epithelial parenchymal content. This information does not support the hypothesis that radiographic densities of P2 and DY patterns correspond to high risk epithelial proliferation. "
60,2,"Endoscopic cholangiopancreatography in hepatic clonorchiasis--a follow-up study. Cholangiographic changes of the biliary system in 16 patients with proven hepatic clonorchiasis, diagnosed by positive stool or bile ova isolates, were studied. All patients presented with epigastric pain. Other symptoms included jaundice in 31% (5 of 16) and fever in 12.5% (2 of 16). Praziquantel given at 25 mg/kg for three doses in 1 day were administered. Three consecutive stool tests were performed 3 months after treatment and were negative in 87.5% (14 of 16). ERCP studies were repeated at a mean interval of 31.6 months (range, 8 to 69 months). Measurements of the bile ducts on retrograde cholangiograms before and after treatment were compared using the paired Student's t test. Filling defects and blunting of the terminal bile ducts seen on the initial cholangiogram, interpreted as the presence of adult worms, disappeared after treatment. However, there was no significant change between pre- and post-treatment measurement of bile duct caliber. Bile duct dilation, irregularities, and ductal proliferation persisted despite eradication of the parasite. "
