,condition_label,medical_abstract
29,3,"Carbon monoxide-induced delayed amnesia, delayed neuronal death and change in acetylcholine concentration in mice. We investigated the interrelationship of delayed amnesia, delayed neuronal death and changes in acetylcholine concentration induced by carbon monoxide (CO)-exposure in mice. In the test for retention of the passive avoidance task, amnesia was observed 5 and 7 days after CO-exposure when the mice were exposed to CO 1 day after training; in the case when the mice were exposed to CO 5 and 7 days before training, amnesia was also observed in a retention test given 1 day after training. The number of pyramidal cells in the hippocampal CA1 subfield was lower than that of the control 3, 5 and 7 days after CO-exposure. But the neurodegeneration in the parietal cortex, area 1, was not observed until 7 days after CO-exposure. The findings indicated that the amnesia and the neuronal death were produced after a delay when the mice were exposed to CO. In addition, the delayed amnesia was closely related to the delayed neuronal death in the hippocampal CA1 subfield. Moreover, [3H]glutamate and [3H]glycine binding sites did not change after CO-exposure but, 7 days after CO-exposure, the concentration of acetylcholine and the binding of [3H]quinuclidinyl benzilate in the frontal cortex and the striatum were found to have significantly changed, but those in the hippocampus did not show significant change. Therefore, we suggest that delayed amnesia induced by CO-exposure may result from delayed neuronal death in the hippocampal CA1 subfield and dysfunction in the acetylcholinergic neurons, in the frontal cortex, the striatum and/or the hippocampus. "
30,0,"Species-dependent effects of adenosine on heart rate and atrioventricular nodal conduction. Mechanism and physiological implications. This study 1) compares the negative chronotropic and dromotropic actions of adenosine in guinea pig, rat, and rabbit hearts; 2) investigates the mechanism(s) for the different responses; and 3) determines the physiological implications. Isolated perfused hearts were instrumented for measurement of atrial rate and atrioventricular (AV) nodal conduction time. Differences in metabolism of adenosine were determined in the absence and presence of dipyridamole (nucleoside uptake blocker) and erythro-9-(2-hydroxy-3-nonyl)adenine (EHNA, adenosine deaminase inhibitor). Dipyridamole plus EHNA decreased adenosine's EC50 for the negative dromotropic effect by 14-fold in guinea pig heart and 1.6-fold in rat heart. This is consistent with the greater number of [3H]nitrobenzylthioinosine binding sites measured in membranes from guinea pig (1,231 +/- 68 fmol/mg protein) compared with rat (302 +/- 31 fmol/mg protein) and rabbit (260 +/- 28 fmol/mg protein) atria. The potency of adenosine to slow atrial rate and prolong AV nodal conduction time was greater in guinea pig than in rat or rabbit hearts. This rank order of potency correlated well with the number of binding sites for the specific adenosine receptor radioligand 125I-aminobenzyladenosine in guinea pig (102 +/- 13 fmol/mg protein), rat (11 +/- 0.5 fmol/mg protein), and rabbit (8 +/- 1 fmol/mg protein) atrial membranes. Hypoxia increased the rate of adenosine release by severalfold and caused slowing of heart rate and AV block. In spontaneously beating hearts, the main effect of hypoxia was a slowing of ventricular rate, which in the guinea pig heart was due to AV block and in the rat heart to atrial slowing. In atrial paced hearts, hypoxia caused a marked prolongation of AV nodal conduction time in guinea pig (39 +/- 4 msec) and rabbit (29 +/- 5 msec) hearts, but only small effect in rat hearts (10 +/- 2 msec). The differences in response to hypoxia could be accounted for by the species-dependent differences in the 1) amount of adenosine released and metabolized, 2) sensitivity of the hearts to adenosine, and 3) dependency of AV nodal conduction on atrial rate. The findings indicate that the results from physiological or pharmacological studies on adenosine in one species may not be applicable to others, and the ultimate effect of adenosine and hypoxia is to slow ventricular rate. "
31,2,"Glucose intolerance and hyperinsulinemia of cirrhosis are not results of spontaneous or surgical portosystemic shunting. To assess if spontaneous portosystemic shunting from collaterals contributes to the hyperinsulinemia of cirrhosis, 12 patients with alcoholic cirrhosis underwent a 5-hour oral glucose tolerance test 1 day before and 10 days after an elective side-to-side portacaval shunt. The glucose, insulin, and C peptide responses to oral glucose post-shunt were exaggerated but comparable to preoperative values. Compared with preoperative values, the fasting molar ratio of C peptide to insulin postoperatively had increased 40% (6.0 +/- 1.2 versus 8.4 +/- 0.7), indicating improved hepatic function. These results suggest that extrahepatic portosystemic shunting secondary to spontaneous splanchnic collaterals plays little or no role in the hyperinsulinemia of cirrhosis. It appears that decreased hepatic degradation of insulin in these patients is secondary to hepatocellular dysfunction rather than a result of shunting of portal blood around the liver. "
32,4,"Glucose tolerance and blood pressure: long term follow up in middle aged men [published erratum appears in BMJ 1991 Apr 20;302(6782):939] OBJECTIVE--to investigate the role of glucose tolerance in the development of hypertension. DESIGN--Retrospective analysis of the results of a health check up in a group of clinically healthy middle aged men in the late 1960s (median year 1968). The subjects were invited to enter into a primary prevention trial for cardiovascular disease in 1974, when they underwent clinical examination for risk factors. The trial was completed in 1979, when the men were re-examined. Follow up was in 1986. SETTING--Institute of Occupational Health, Helsinki, Finland and second department of medicine, University of Helsinki. SUBJECTS--In all, 3490 men born during 1919-34 participated in a health check up in the late 1960s. In 1974, 1815 of these men who were clinically healthy were entered into a primary prevention trial for cardiovascular disease. On clinical examination 1222 of the men were considered at high risk of cardiovascular disease. Of these, 612 received an intervention and were excluded from the study. A total of 593 men were without risk factors. The study comprised all of the men who did not have an intervention (n = 1203). In 1979, 1120 men were re-examined, and in 1986 945 men attended follow up. There were two groups for analysis: one comprising all subjects and the other comprising only men who were normotensive in 1968 and for whom complete information was available. INTERVENTIONS--By 1979, 103 men were taking antihypertensive drugs, and by 1986, 131 were taking antihypertensive drugs and 12 were taking drugs for hyperglycaemia. MAIN OUTCOME MEASURES--Blood glucose concentration one hour after a glucose load, blood pressure, and body weight were measured in 1968, 1974, and 1979. In 1986 blood pressure and body weight were recorded. RESULTS--Men who were hypertensive in 1986 had significantly higher blood pressures (p less than 0.0001) and (after adjustment for body mass index and alcohol intake) significantly higher blood glucose concentrations one hour after a glucose load at all examinations than those who were normotensive in 1986. Regression analysis showed that the higher the blood glucose concentration after a glucose load in 1968 the higher the blood pressure during the following years. Those men between the second and third tertiles of blood glucose concentration in 1968 had a significantly higher risk of developing hypertension (odds ratio 1.71, 95% confidence interval 1.05 to 2.77) compared with those below the first tertile. CONCLUSION--In this study men who developed hypertension tended to have shown an increased intolerance to glucose up to 18 years before the clinical manifestation of their disorder. Blood glucose concentration one hour after a glucose load was an independent predictor of future hypertension. "
33,1,"Screening for neuroblastoma at 3 weeks of age: methods and preliminary results from the Quebec Neuroblastoma Screening Project. A large neuroblastoma screening study was recently started in the province of Quebec, Canada. This project, a collaboration between the Quebec Network for Genetic Medicine and the University of Minnesota, is studying the impact of screening infants for the preclinical detection of neuroblastoma on the population-based mortality caused by this tumor. All infants born in Quebec during a 5-year period will be screened twice, at 3 weeks and at 6 months. Urinary homovanillic acid and vanillylmandelic acid determination from dried filter paper samples is used for screening. Initial qualitative screening is done by means of thin-layer chromatography with confirmatory quantitative screening by gas chromatography-mass spectrometry (GC-MS). During the initial 6 months of 3-week screening, 41,673 neonates (92% compliance rate) were screened and 10.6% of them were tested also by GC-MS. Nine of these neonates had positive results on two GC-MS tests and were referred for evaluation to rule out the presence of neuroblastoma. Four had the tumor, 1 had a calcified adrenal gland, and 4 had no tumor detected. Three additional neonates had clinical diagnosis of neuroblastoma before they reached the screening age of 3 weeks. A neuroblastoma that did not secrete homovanillic acid or vanillylmandelic acid was diagnosed clinically in 1 additional patient who tested negative by screening. "
34,4,"Hemodynamic effects of lobar pulmonary artery occlusion in a porcine sepsis model. We induced severe pulmonary hypertension and acute lung injury in 6 pigs by Pseudomonas aeruginosa infusion. We studied the effect of pulmonary artery catheter inflation of a pulmonary artery catheter balloon in the left lower lobar pulmonary artery was accompanied by a significant (p less than 0.05, paired t test) increase in pulmonary artery pressure, a decrease in left atrial pressure, a decrease in cardiac output, and a decrease in mean arterial pressure. No significant changes occurred when the catheter was advanced into the wedged position without balloon inflation. Balloon inflation had no significant effect on these variables before bacterial infusion. We conclude that with sufficiently severe pulmonary hypertension in association with diffuse lung injury, lobar pulmonary artery occlusion may cause alterations in cardiac output and left atrial pressure. This may confuse interpretation of pulmonary artery catheter measurements. "
35,0,"Intraoperative echocardiography of a dislodged Bjork-Shiley mitral valve disc. The successful management of a patient who suffered an outlet strut fracture of a Bjork-Shiley 60-degree convexo-concave mitral valve prosthesis is reported. Emergency operation was life-saving. Preoperative echocardiography assisted in making a prompt diagnosis, and intraoperative echocardiography allowed the detection and removal of the dislodged disc from the left ventricle at the time of the operation. The role of intraoperative echocardiography in the diagnosis of prosthetic strut fracture is emphasized. "
36,3,"Transcranial Doppler in acute hemispheric brain infarction. We studied cerebrovascular anatomy using intra-arterial digital angiography, and blood flow velocity in the middle cerebral artery (MCA) using transcranial Doppler (TCD) ultrasonography in 42 patients with acute hemispheric ischemic brain infarction. We compared angiography with TCD and the clinical findings within 6 hours of the onset of symptoms. The location and extent of the chronic ischemic brain damage was assessed by CT performed 1 to 3 months after the ictus. Abnormal TCD, as manifested by either an unobtainable MCA flow signal or a significantly depressed MCA flow velocity, was highly associated with proximal MCA occlusions demonstrated by angiography. Abnormal TCD predicted both larger chronic CT lesions and more extensive ischemic change within the MCA territory. These data demonstrate that early TCD conveys useful information concerning cerebral tissue prognosis following hemispheric ischemia. "
37,3,"Epilepsy. As surgical treatments for adult and pediatric forms of epilepsy have become more refined, methods for noninvasive localization of epileptogenic foci have become increasingly important. Detection of focal brain metabolic or flow abnormalities is now well recognized as an essential step in the presurgical evaluation of many patients with epilepsy. Positron emission tomography (PET) scanning is most beneficial when used in the context of the total clinical evaluation of patients, including scalp EEG, invasive EEG, neuropsychologic testing, etc. Metabolic PET studies also give insight into pathophysiologic mechanisms of epilepsy. The dynamic nature of the interictal hypometabolism observed with 18[F]FDG in some patients suggests that excitatory or inhibitory neurotransmitters and their receptors may be involved. An exciting current application of PET scanning is the use of tracers for neurotransmitter receptors in the study of epilepsy patients. Mu and non-mu opiate receptors have been extensively studied and are beginning to give new insights into this disorder. Increased labeling of mu receptors in temporal neocortex using 11C-carfentanil has been demonstrated and, in some patients, supplements the clinical localization information from 18[F]FDG studies. Increased mu opiate receptor number or affinity is thought to play a role in anticonvulsant mechanisms. Specificity of increased mu receptors is supported by the absence of significant changes in non-mu opiate receptors. Other brain receptors are also of interest for future studies, particularly those for excitatory neurotransmitters. Combined studies of flow, metabolism, and neuroreceptors may elucidate the factors responsible for initiation and termination of seizures, thus improving patient treatment. "
38,1,"The value of radioimmunoguided surgery in first and second look laparotomy for colorectal cancer. Radioimmunoguided surgery (RIGS) using an anti-CEA (A5B7) monoclonal antibody has been assessed in 52 patients (43 primary excisions and nine second look procedures) undergoing surgery for colorectal carcinoma. The antibody localized in 97.8 percent of primary tumours and in 88.8 percent of the principal tumor in second look procedures. Additional information concerning the extent of primary tumor was obtained in 11 of 43 patients (25.5 percent) undergoing excision of primary carcinoma and five of nine patients (55 percent) in the second look series. Incorrect information was obtained about the extent of the primary tumour in six patients (11.3 percent), whereas no incorrect information was obtained during second look procedures. RIGS correctly predicted the subsequent Dukes' staging in 77 percent of first look cases (sensitivity 65 percent, specificity 90 percent), although accurate identification of individual nodes was impossible. The technique influenced the surgical procedure performed in 2 of 43 cases (4.6 percent) in primary surgery and in three of nine patients undergoing second look laparotomy (33 percent). RIGS in primary colorectal carcinoma may provide additional information concerning extent of locally advanced tumors in particular and the principle that the subsequent surgery may be influenced has been established. The technique appears to have a greater role in second look procedures where it may help determine the extent of recurrent tumour. Larger follow-up series are required to define how the additional information provided by this technique may best be exploited. "
39,0,"Hemifacial spasm in Rochester and Olmsted County, Minnesota, 1960 to 1984. The incidence of hemifacial spasm in residents of Olmsted County, Minnesota, was studied by reviewing the medical records of patients residing in the community between 1960 and 1984. The average annual incidence rate was 0.74 per 100,000 in men and 0.81 per 100,000 in women, age-adjusted to the 1970 US white population. The average prevalence rate was 7.4 per 100,000 population in men and 14.5 per 100,000 in women. The incidence and prevalence rates were highest in those from 40 to 79 years of age. "
40,2,"Effect of V1-vasopressin receptor blockade on arterial pressure in conscious rats with cirrhosis and ascites. Angiotensin II blockade with saralasin in human cirrhosis with ascites is associated with a significant reduction in arterial pressure, indicating that endogenous angiotensin II plays an important role in the maintenance of systemic hemodynamics in this condition. The aim of the current study was to investigate whether vasopressin also contributes to the maintenance of arterial pressure in cirrhosis with ascites. The study was performed using three groups of cirrhotic rats with ascites and three groups of control animals. The administration of d(CH2)5Tyr(Me)AVP, a selective antagonist of the vascular effect of vasopressin, to 10 cirrhotic rats induced a significant reduction in mean arterial pressure (from 94 +/- 4 to 85 +/- 4 mm Hg; P less than 0.001) and a significant increase in plasma renin activity (from 24.3 +/- 4.9 to 34.3 +/- 5.9 ng/mL.h; P less than 0.02) and plasma norepinephrine concentration (from 1474 +/- 133 to 2433 +/- 253 pg/mL; P less than 0.01). Similar results were observed following saralasin administration in a second group of 5 cirrhotic rats [mean arterial pressure decreased from 97 +/- 4 to 85 +/- 5 mm Hg (P less than 0.0001); and plasma renin activity and norepinephrine concentration increased from 18.4 +/- 5.8 to 40.3 +/- 5.7 ng/mL.h (P less than 0.02) and from 1383 +/- 70 to 2312 +/- 334 pg/mL (P less than 0.05), respectively]. The simultaneous blockade of angiotensin II and vasopressin in a third group of cirrhotic rats resulted in a significantly greater reduction of mean arterial pressure (from 97 +/- 6 to 74 +/- 6 mm Hg; P less than 0.05). No changes in arterial pressure were observed in the three groups of control rats. These findings indicate that endogenous vasopressin is as important as angiotensin II in the maintenance of arterial pressure in cirrhotic rats with ascites and support the contention that arterial hypotension is the initial event leading to the stimulation of the renin-angiotensin system and vasopressin in this animal model of cirrhosis. "
41,1,"Clinical evaluation of a side entry access port: a novel dual-lumen venous access device. The initial clinical experience with a low-profile side entry access (SEA) dual-lumen implantable venous access port for cancer chemotherapy administration is summarized in this report. The catheter material is polyurethane. The overall experience in 35 patients in this study was a total of 6,224 patient days, with a mean of 178 days per patient. A variety of chemotherapeutic agents, biologic response modifiers, and antibiotics were administered. In 26% of the patients, the device chambers were in simultaneous use during the treatment period. A 6% incidence of clinical subclavian vein thrombosis was noted. There was no infectious complications. Inconsistencies in blood withdrawal and temporary catheter dysfunction were comparable to other access ports in clinical use. The novel design of this side entry port and the catheter material of low thrombogenicity make this device a good option in patients requiring a low-profile system and dual access. Nursing staff should be made aware of the side entry design and that in-service training for accessing the septum is required in centers where such devices are not routinely used. "
42,0,"Variable expression of Parkinson's disease: a base-line analysis of the DATATOP cohort. The Parkinson Study Group. The DATATOP database, which includes clinical information on 800 patients with early untreated Parkinson's disease (PD), is well suited to explore clinical heterogeneity in PD. Patients with early-onset PD (less than or equal to 40 years, N = 33) reached the same level of disability as the late-onset PD (greater than or equal to 70 years, N = 85) group at a significantly slower rate (2.9 vs. 1.7 years). Early-onset PD patients functioned cognitively better than late-onset PD patients. Bradykinesia, and postural instability and gait difficulty (PIGD), were more common at onset in patients with a rapid rate of disease progression (""malignant PD""; duration of symptoms less than 1 year and Hoehn/Yahr stage of 2.5, N = 11) as compared with those with a relatively slow rate of progression (""benign PD""; duration of symptoms greater than 4 years, N = 65). Comparisons of tremor-dominant PD (mean tremor score/mean PIGD score less than or equal to 1.5, N = 441) with the PIGD-dominant type (mean tremor score/mean PIGD score greater than or equal to 1.0, N = 233) provided support for the existence of clinical subtypes. The PIGD group reported significantly greater subjective intellectual, motor, and occupational impairment than the tremor group. Stage II patients had higher depression scores than stage I patients. Among the patients participating in the DATATOP, older age at onset with bradykinesia, or with the PIGD form of PD, is associated with more functional disability than when the symptoms are dominated by tremor or begin at a younger age. "
43,4,"Increase of calmodulin activator in hypertension. Modulation by dietary sodium and calcium. The aim of this study was to investigate the effects of dietary calcium and sodium on blood pressure (BP) in normotensive rats (Wistar, WKY), spontaneously hypertensive rats (SHR) and Dahl rats and on calmodulin (CaM) activator, a newly-discovered hydrophobic compound that increases CaM activity in SHR and spontaneously hypertensive mice (SHM) tissues (J Clin Invest 82:276, 1988). The CaM activator was assessed by its capacity to stimulate a CaM-dependent phosphodiesterase (CaM-PDE). In Wistar rats, which were fed a high sodium diet (3.5%), BP significantly increased (P less than .01) from 106 +/- 4 to 128 +/- 8 mm Hg in parallel to an elevation of the CaM activator from 1.57 +/- 0.14 to 2.80 +/- 0.18 U. WKY, SHR, and Dahl salt-sensitive (DS/JR) and salt-resistant (DR/JR) rats were given low (0.15%) or high (2.5%) Ca diets, both with 1% sodium. In rats receiving high dietary Ca the progression of hypertension diminished and BP was lower in SHR (156 +/- 4 mm Hg) and young DS/JR rats (125 +/- 3 mm Hg) than in those receiving low dietary Ca (192 +/- 10 and 183 +/- 2 mm Hg). There was a concomitant decrease of CaM activator in these animals to levels indistinguishable from those of WKY or DR/JR rats. The activator was also found in the heart, kidneys and erythrocytes from SHM. In the presence of exogenously added CaM, lipidic extracts from the SHM heart showed augmented CaM-PDE activity relative to normotensive preparations. This difference was eliminated by trifluoperazine. "
44,1,Management of subglottic stenosis in the adult. Twenty-one adult patients were surgically treated for severe subglottic stenosis refractory to endoscopic treatment. Patients were treated by anterior or anterior and posterior cricoid division with costal cartilage grafting. Seventy-six percent of the patients were successfully decannulated. Success of treatment was not dependent on cause of the stenosis or age or sex of the patient. There was a significantly better outcome (p less than .05) in patients with isolated subglottic stenosis versus those with combined glottic and subglottic stenosis. 
45,0,"Multiple myeloma and acute megakaryoblast leukemia in spent phase polycythemia vera. The spontaneous and simultaneous occurrence of multiple myeloma and megakaryoblast leukemia with myelodysplastic features in a case of spent phase polycythemia vera is well documented. In support of the morphologic characteristics of the bone marrow, immunocytologic studies show proliferation of monoclonal plasma cells and megakaryoblasts. The cytogenetic findings of 20q- and unbalanced t(1;7) are consistent with myelodysplastic and leukemic transformation of the bone marrow. These transformations expand observations on variable and spontaneous lineage commitments as the consequence of alterations of the hematopoietic stem cell clone. These data are in support of the changing insights in hematopoiesis as a process of ordered commitment of the stem cell with sequential lineage potentials. "
46,4,"Mitral valve repair by replacement of chordae tendineae with polytetrafluoroethylene sutures. Expanded polytetrafluoroethylene sutures have been used for replacement of diseased chordae tendineae during reconstructive procedures on the mitral valve in 43 patients. There were 28 men and 15 women whose mean age was 55 years, range 21 to 76. Three fourths of the patients were in New York Heart Association class III or IV. Replacement of primary chordae tendineae of the anterior leaflet was performed with 4-0 or 5-0 polytetrafluoroethylene sutures. A double-armed suture was passed twice through the fibrous portion of the papillary muscle head and tied down. Each arm of the suture was brought up to the free margin of the leaflet and passed through the area where the native chorda was attached. After the lengths of the two arms were adjusted, the ends were tied together on the ventricular side of the leaflet. Thirty patients had degenerative disease of the mitral valve; the incompetence was due to prolapse of the anterior leaflet in 14 patients and prolapse of the anterior and posterior leaflets in 16. Eleven patients had rheumatic mitral valve disease: four had stenosis, three had regurgitation, and four had mixed lesions. Two patients had ischemic mitral regurgitation caused by rupture of a papillary muscle head. There were no operative deaths. Patients have been followed up from 5 to 61 months, mean 13. Doppler echocardiographic studies were performed at regular intervals after the operation and revealed normal mitral valve function in most patients There were two failures that necessitated mitral valve replacement: one because of acute mitral regurgitation and the other because of hemolysis. There have been two late deaths, neither one valve related. Replacement of chordae tendineae with polytetrafluoroethylene sutures is simple and allows for reconstruction of the mitral valve in many patients who would otherwise require mitral valve replacement. Because our patients have been followed up for a limited time, the long-term results of this procedure remain unknown. "
47,1,"Association of bcl-1 rearrangements with lymphocytic lymphoma of intermediate differentiation. Previous studies using classical cytogenetics have demonstrated the presence of the t(11;14) (q13;q32) chromosomal translocation in some cases of lymphocytic lymphoma of intermediate differentiation (IDL), a distinct type of low grade B-cell lymphoma. This finding suggested that the bcl-1 region (located at band q13 of chromosome 11) might be involved in this neoplasm. Using a genomic probe from the major breakpoint area of the bcl-1 locus, we identified rearrangements of the bcl-1 region in 10 of 19 cases, 2 of which comigrated with a rearranged allele of the immunoglobulin heavy chain gene joining region. In contrast, bcl-1 rearrangements were not found in other types of low grade B-cell lymphoma, specifically in 36 cases of chronic lymphocytic leukemia/small lymphocytic lymphoma (CLL/SLL) and 27 cases of follicular lymphoma (FL). To further assess the molecular pathology of IDL, we analyzed these cases for rearrangements of the bcl-2 proto-oncogene, which is associated primarily with follicular lymphomas. None of the 19 cases of IDL had rearrangements. Furthermore, none of the 36 cases of CLL/SLL showed bcl-2 rearrangements, whereas, as expected, 21 of 27 cases of FL had rearrangements of the bcl-2 locus. Our findings demonstrate an association between a rearranged bcl-1 region with approximately 50% of IDLs and suggest that abnormalities of this locus may be important in the pathogenesis of IDL. "
48,3,"Discontinuation of antiepileptic drugs in children who have outgrown epilepsy: effects on cognitive function. Cognitive function is frequently impaired in children with epilepsy, compared with age-matched controls. It can be hard to evaluate the significance of various contributory factors. The effects of antiepileptic drugs may be studied in children who have outgrown their epilepsy but are still being treated. A multicenter study to assess various aspects of cognitive function in children with different forms of epilepsy, both during and after treatment with antiepileptic drugs, is currently under way. Definitive results are not yet available; interim analysis of the findings suggests that short-term memory is decreased in all subgroups of children being treated for epilepsy, compared to controls. "
49,0,"Endometrial ablation for the treatment of menorrhagia: a comparison of patients with normal, enlarged, and fibroid uteri. One hundred sixty-one patients underwent endometrial ablation with the Nd:YAG laser for the treatment of refractory menorrhagia. Patients were divided into one of three groups: those with a normal-sized uterus; those with an enlarged uterus (greater than 10 cm); and those with uterine fibroids, which had been documented clinically, ultrasonographically, or by a combination of hysteroscopy and laparoscopy or by one or the other. All patients were considered candidates for hysterectomy. Both preoperatively and postoperatively, patients monitored their menstrual cycles and evaluated their flow according to predetermined categories of amenorrhea, light flow, normal flow, heavy flow, and severe flow. After treatment, 68% of patients with normal-sized uterus and 91% of patients with an enlarged uterus (greater than 10 cm) and 88% of patients with uterine fibroids became amenorrheic or had light flow. None of the patients in this last group have had to undergo hysterectomy. This study indicates that the patient with an enlarged or fibroid uterus may not have contraindications for endometrial ablation. Endometrial ablation may be effective in at least temporarily controlling bleeding in those patients with enlarged or myomatous uterus. "
50,1,"Expression of class II molecules on intestinal epithelial cells in humans. Differences between normal and inflammatory bowel disease. Expression of class II antigens on human intestinal epithelial cells was assessed using a sensitive avidinbiotin-peroxidase technique. HLA-DR was present predominantly in the normal small bowel with diminished but evident expression in the colon. HLA-DP staining was less prominent, and HLA-DQ was absent. In inflammatory bowel disease the expression of both HLA-DR and HLA-DP was increased, but that for HLA-DQ remained absent, suggesting an inherent defect in the ability of intestinal epithelial cells to express HLA-DQ. In related experiments, an interferon gamma-treated malignant epithelial cell line T84 also failed to stain for HLA-DQ and HLA-DP despite the presence of HLA-DR. Isolated RNAs for all three subclasses of HLA-D were detectable by slot-blot analysis, suggesting that the lack of HLA-DQ expression relates to posttranscriptional defects in intestinal epithelium. These and other differences with conventional class II antigen-positive accessory cells (macrophages/B cells) may help to explain the unique properties of intestinal epithelial cells as antigen-presenting cells. "
51,0,"Myocarditis simulating acute transmural myocardial infarction. A patient with cardiogenic shock had typical electrocardiographic findings of acute anterior transmural myocardial infarction. Cardiac catheterization revealed normal coronary arteries and severe biventricular failure. Postmortem examination confirmed normal coronary arteries; acute myocarditis, but no evidence for infarction, was found. Electrocardiographic changes of myocarditis may be indistinguishable from acute transmural infarction. In suspected cases, cardiac catheterization should be considered prior to thrombolytic therapy. "
52,0,"Is it correct to correct? Developmental milestones in 555 ""normal"" preterm infants compared with term infants. To determine whether correction for preterm birth should be applied during developmental assessment, we conducted a prospective national survey of very premature infants (born at less than 32 weeks of gestation); neurodevelopment in the first 2 years was studied with the Dutch child health care developmental assessment. In 555 preterm children who had no evidence of handicap at 2 years of age, the age at which developmental milestones were reached was established. The results were compared with the results of the same assessment in Dutch children born at term. During the first year, the development of the very premature children equaled the development of normal children when full correction was applied. At 2 years of age, development was equal to or better than normal children's development without correction. We conclude that full correction for prematurity should be applied in the first year to avoid overreferral for developmental stimulation, whereas at 2 years of age correction is not necessary. "
53,1,"Intralesional interferon therapy for basal cell carcinoma. In a clinical trial of 172 patients at four medical centers, interferon alfa-2b (1.5 x 10(6) IU) or a placebo was injected directly into biopsy-proved noduloulcerative or superficial basal cell carcinomas three times weekly for 3 weeks, for a cumulative dose of 13.5 million IU. Efficacy of treatment was determined at 16 to 20 weeks by examination of biopsy specimens that demonstrated cure of lesions in 86% of interferon-treated patients and in only 29% of placebo-treated patients. During the treatment course and follow-up, an initial inflammatory response was observed at the treatment sites, followed by diminished erythema, improvement in overall appearance, and a decrease in size of lesions. Side effects of treatment, mainly flu-like symptoms, were usually mild and transient and occurred more commonly in the interferon-treated group. Only three patients, all in the interferon-treated group, discontinued therapy because of side effects. One year after initiation of therapy, 81% of interferon recipients and 20% of those given the placebo remained tumor free. Noduloulcerative and superficial lesions were equally responsive to treatment with interferon. For some patients with noduloulcerative or superficial basal cell carcinomas, intralesional interferon alfa-2b may be an alternative, effective treatment. "
54,0,"Effect of hyperkalemia on experimental myocardial depression by verapamil. Three patients with systemic hypotension and sinus bradycardia that were initially refractory to conventional therapy responded well to intravenous calcium administration. Two-dimensional echocardiography revealed immediate reversal of severe left ventricular dysfunction after intravenous administration of calcium in two instances. Common factors were hyperkalemia and verapamil therapy. This interaction was examined further by evaluation of contractility, heart rate, and arterial blood pressure in anesthetized dogs. Controls (n = 9) received saline infusion, and a second group (n = 10) received saturated potassium chloride (approximately 0.2 ml/min intravenously). In control dogs, administration of verapamil (1195 +/- 181 micrograms/kg intravenously) reduced systemic arterial pressure from 113 +/- 7 mm Hg to 74 +/- 5 mm Hg, and heart rate from 147 +/- 9 beats/min to 86 +/- 11 beats/min. Potassium chloride infusion alone increased blood [K+] from 3.4 +/- 0.1 to 6.2 +/- 0.2 mEq/L, but was without hemodynamic effects. In hyperkalemic dogs, a significantly lower dose of verapamil (428 +/- 42 micrograms/kg intravenously) reduced systemic arterial pressure from 102 +/- 8 mm Hg to 36 +/- 4 mm Hg, and heart rate from 150 +/- 5 beats/min to 104 +/- 15 beats/min. Myocardial contractile function was examined with right ventricular isometric contractile force and left ventricular segment length changes. In normokalemic and hyperkalemic groups, contractility was decreased by verapamil. Effects of verapamil on arterial pressure and contractility could be reversed significantly by administration of calcium, 0.4 mEq/kg intravenously. The present results support the theory that the negative hemodynamic effects of verapamil may be exaggerated to a harmful degree by concomitant hyperkalemia. These adverse events may be reversed by calcium administration. "
55,3,"Initial therapy of patients with Wilson's disease with tetrathiomolybdate. Patients with Wilson's disease who present with acute neurological symptoms often become clinically worse when initially treated with penicillamine. Other available anticopper drug therapies do not appear to offer a solution to this treatment problem. We are developing and evaluating a new drug, ammonium tetrathiomolybdate for this purpose. Theoretically, tetrathiomolybdate has optimal properties, including an immediate blockade of copper absorption and the property of forming complexes with copper in the blood, rendering the copper nontoxic. In this article, we present results from six patients treated with tetrathiomolybdate for up to 8 weeks as initial therapy. None of the five patients who had presented with acute neurological symptoms worsened. Also presented are methods of assay, preliminary stability studies, and methods of evaluating therapeutic end points with respect to copper metabolism. "
56,0,"Is there a place for conservative surgery in the treatment of renal carcinoma? Since 1981, 31 patients have undergone conservative surgery for malignant renal tumours and have been followed up for at least 2 years. The techniques included enucleation or resection (wedge resection or partial nephrectomy). In 10 patients the indications for kidney-sparing surgery were absolute, while in the remainder the conservative surgical approach was a deliberate choice. The tumours varied in diameter from 1.3 to 12 cm and no metastases were detected on pre-operative screening. One patient died post-operatively from myocardial infarction. In the remaining 30 there were no local recurrences. Two patients died from skeletal metastases (1 with bilateral malignancy) and 2 underwent surgery in the post-operative period for haemorrhagic complications. The efficacy of conservative surgery in the local control of renal cancer is an argument in favour of its wider use. "
