,condition_label,medical_abstract
28,1,"Retroviral transduction of protein kinase C-gamma into cytotoxic T lymphocyte clones leads to immortalization with retention of specific function. The molecular pathways that are responsible for delivering the proliferative signals from the cell surface to the nucleus in T lymphocytes are still unresolved, but recent data implicates protein kinase C (PKC) involvement in the TCR signaling pathway. To further address the role of PKC in T cell activation, the effects of high level expression of the PKC-gamma isoenzyme in murine CTL clones were examined. Unlike the parental cells that required periodic Ag stimulation for cell activation and growth, cells expressing a retrovirally transduced PKC-gamma gene propagated in culture independent of the need for Ag stimulation, although maintaining identical functional specificity to the parental CTL. Constitutive PKC-gamma expression may therefore mimic physiologic PKC activation, thereby abrogating the requirement for TCR-Ag interaction in T cell activation. "
29,0,"Immediate and follow-up results of balloon angioplasty of postoperative recoarctation in infants and children. The purpose of this article is to present immediate and follow-up results of balloon angioplasty of aortic recoarctations following previous surgery in infants and children. During a 45-month period that ended in June 1989, nine infants and children, ages 6 months to 7 years, underwent balloon angioplasty of recoarctation with resultant reduction in peak-to-peak systolic pressure gradient from 52 +/- 20 mm Hg (mean +/- SD) to 16 +/- 8 mm Hg (p less than 0.001) and increase in coarctation segment size from 3.4 +/- 1.4 mm to 6.1 +/- 1.6 mm (p less than 0.01). None required surgical intervention. There were no significant complications. Follow-up catheterization (16 +/- 7 months) data in six children and follow-up clinical (17 +/- 6 months) data in all children were available for review. Both the residual coarctation pressure gradient (6 +/- 6 mm Hg) and coarctation segment size (8.2 +/- 2.4 mm) remain improved (p less than 0.001) when compared with pre-balloon angioplasty values and the pressure gradient fell further (p less than 0.01) when compared with that measured immediately after balloon angioplasty. None developed restenosis, although one child required surgical relief of severe narrowing of isthmus of the aortic arch. None developed aneurysms. On the basis of this experience and that reported in the literature and because of high morbidity and mortality rates associated with repeat surgery for postoperative recoarctation, we recommend balloon angioplasty as the procedure of choice for relief of postoperative recoarctation with significant hypertension. "
30,4,"Cor triatriatum: clinical presentation and surgical results in 12 patients. Twelve patients with cor triatriatum have been seen at our institution since 1979. The clinical presentation, diagnostic evaluation, and surgical results are outlined in this retrospective review. Operation is the treatment of choice for this rare congenital cardiac defect. One patient died 1 day before scheduled operation, and 2 patients died postoperatively, yielding a surgical mortality rate of 17% and an overall mortality rate of 25%. Resection of the obstructing atrial membrane was performed using hypothermic cardiopulmonary bypass in all cases. Left atriotomy was performed in 6 patients, and right atriotomy was performed in 7. The two postoperative deaths occurred in patients who had serious associated cardiac defects. Associated anomalies include atrial septal defect, persistent left superior vena cava, and partial anomalous pulmonary venous return. The postoperative course has been excellent in all 9 surviving patients; all remain asymptomatic. Cor triatriatum is amenable to surgical repair with excellent results when diagnosed early and when not complicated by other severe cardiac anomalies. "
31,2,High or low hepaticojejunostomy for bile duct strictures? The 19 patients who underwent 22 postoperative repairs of bile duct stricture in our institution between 1973 and 1984 were evaluated to assess whether the recognition of the tenuous blood supply of the supraduodenal bile duct in 1979 had improved the results thereafter. Thirteen of these 22 operations followed a previous biliary tract repair; in 10 of the operations a low anastomosis had been performed without taking blood supply into account. Follow-up was complete and ranged from 5 to 15 years. There were no operative deaths and minimal morbidity. There were three deaths at a later time. Five of the 11 patients treated by surgery to 1979 had a clinically unsatisfactory result: recurrent strictures developed in all five patients. All but one of the eight patients receiving a high hepaticojejunostomy from 1980 had a clinically satisfactory result with no recurrent strictures. The one exception was the patient who had a second repair with separate high right and left hepatic duct anastomoses and who has ongoing symptoms from preexisting secondary sclerosing cholangitis. The results in the five high repairs performed for low strictures were particularly striking: All five were asymptomatic. This study lends support to the hypothesis of an ischemic basis for biliary strictures and to the recommendation that strictures be repaired with a high hepaticojejunostomy. 
32,1,"Trends in thirty years of vaginal hysterectomy. Vaginal hysterectomy, as currently performed at the University of Vienna, was first described by Halban in 1932. From 1955 to 1985, a total of 9,967 hysterectomies were performed. The vaginal route was used for 6,078 (60.9 per cent) of these procedures. Sixty-four per cent of the women operated upon were multiparous, 27 per cent were uniparous and 8 per cent were nulliparous. A comparison of the periods 1955 to 1975 and 1976 to 1985 revealed the following trends: the incidence of uterine myomas (30.6 to 27.1 per cent), in situ carcinoma of the cervix (6.5 to 7.9 per cent) and endometrial carcinoma (1.4 to 0.6 per cent) remained largely constant. In the past decade, indications for positional abnormalities (uterine descent and prolapse) were encountered more often (27.6 to 41.6 per cent) than in the first observation period, while the incidence of recurrent metrorrhagia was found to decline (33.9 to 22.8 per cent). The most common complications included hemorrhage during the operation, lesions of the bladder, hemorrhage until 48 hours after surgical treatment and hemorrhage from days 2 to 14 postoperatively (around 0.5 per cent, respectively). During the second observation period, no postoperative fistulas developed. Two instances of tubal prolapse were seen. Laparotomy was done in four of 6,078 instances. Two patients died of septic complications. Whenever possible, we prefer vaginal hysterectomy because of its low complication rate, low mortality rate and low postoperative morbidity. "
33,4,"Similar frequencies of renin gene restriction fragment length polymorphisms in hypertensive and normotensive subjects. A prospective study was conducted to compare the frequency of renin gene polymorphisms in normotensive and hypertensive subjects. Hypertensive (n = 102, blood pressure 168 +/- 17/103 +/- 9 mm Hg) and normotensive (n = 120, blood pressure 122 +/- 10/75 +/- 9 mm Hg) subjects were white, had similar age and sex distributions (hypertensive group, 45 +/- 10 years old and 52% female; normotensive group, 44 +/- 9 years old and 55% female) and similar body mass index (hypertensive group, 23.2 +/- 2.6; normotensive group, 22.5 +/- 2.4 kg/m2, p = 0.048). The familial susceptibility to hypertension was defined as at least one parent and one sibling who were hypertensive before age 65; subjects in the normotensive group had no familial history of hypertension. Renin gene polymorphisms located throughout the renin gene were identified by using three restriction enzymes (Taq I, HinfI, HindIII). For each polymorphic restriction site, allele frequencies were similar in the hypertensive and the normotensive groups. In the absence of parental genotypes, the haplotype frequencies combining the three restriction fragment length polymorphisms were estimated by using maximum likelihood techniques and were similar in both groups (hypertensive group, 0.429, 0.277, and 0.177; normotensive group, 0.453, 0.245, and 0.195 for the three most common haplotypes). A rare haplotype detected by Taq I/Hind III was apparently more frequent in the hypertensive than in the normotensive group (hypertensive group, tH 0.086, th 0.022; normotensive group, tH 0.038, th 0.050), but the difference was not statistically significant. In conclusion, no association between renin gene polymorphisms and essential hypertension was demonstrated in the present study. "
34,3,"Cerebral glucose utilization during sleep in Landau-Kleffner syndrome: a PET study. Three right-handed male children (aged 5, 6, and 11 years) with signs, symptoms and/or history of the syndrome of acquired aphasia-epilepsy (Landau-Kleffner syndrome) were studied during drug-induced, electroencephalographically (EEG)-monitored sleep by positron-emission tomography (PET) and the [18F]fluorodeoxyglucose (FDG) method. Our data demonstrate that in Landau-Kleffner syndrome, cerebral glucose utilization is not normal during sleep. The metabolic pattern varied between the children but the metabolic disturbances always predominated over the temporal lobes. They were right-sided, left-sided, or bilateral. In the two first patients, EEG recordings showed continuous spike-and-wave discharges during sleep and a right-greater-than-left asymmetry was observed in temporal areas. In patient 1, the asymmetry was associated with a relative increase of glucose utilization of the right posterior temporal region. In patient 2, the glucose utilization was relatively decreased in the left anterotemporal and left perisylvian regions. In patient 3, the sleep EEG showed no discharge and no significant asymmetry was observed; however, glucose utilization of both temporal lobes was decreased. Lower metabolic rates in subcortical structures than in cortex were also noted in the three children. This metabolic pattern may be related to the maturation of the central nervous system (CNS). "
35,4,"Collateral circulation in Kawasaki disease with coronary occlusion or severe stenosis. Forty patients with Kawasaki disease with severe coronary sequelae were investigated. All had at least a 90% reduction in the diameter of the major coronary artery. Collateral vessels were seen in 32 of 33 (97%) patients with total occlusion. All patients with severe stenosis but not total occlusion had no or poorly developed collateral vessels. Analysis according to the presence or absence of collateral vessels showed no significant differences in the results of treadmill stress testing and myocardial imaging between these two groups. In patients treated surgically, the abnormalities recognized by these tests were normalized or improved when the bypass was patent. These data indicate that collateral circulation in patients with Kawasaki disease cannot be seen angiographically unless there is total occlusion and the presence of collateral circulation cannot provide protection against stress-induced myocardial ischemia. "
36,3,"Widespread functional effects of discrete thalamic infarction. In order to investigate functional effects of various thalamic structures on metabolism in remote, morphologically intact cerebral regions, we used positron emission tomography of (18F)-2-fluoro-2-deoxy-D-glucose to study regional cerebral metabolic rates of glucose (rCMRGlu) in 11 patients with chronic unilateral or bilateral infarcts strictly confined to the thalamus. Patients were grouped according to computed tomographic scans showing anterior (three), medial (four), or posterior (four) lesions. Compared with a matched group of 11 healthy subjects (hemispheric CMRGlu 35.2 +/- 3.49 mumol/100 g per minute), glucose metabolism was significantly lower in the hemisphere ipsilateral to the infarction (31.2 +/- 2.97 mumol/100 g per minute). Patients with bilateral infarcts had lower hemispheric CMRGlu (29.9 +/- 2.74 mumol/100 g per minute) than those with unilateral lesions (32.2 +/- 2.97 mumol/100 g per minute). Depending on infarct location within the thalamus, there was differential depression of rCMRGlu, with the largest effects on frontal and occipital areas in medial infarctions. Except for ipsilateral thalamic deactivation, metabolic patterns with anterior thalamic infarcts were close to normal, while posterior infarcts mostly depressed rCMRGlu in the visual and in the inferior limbic cortex. Cerebellar metabolic rates were within normal limits in most cases. These patterns of regional cerebral deactivation may be related to categories of thalamic projections--intrathalamic, to limbic system and basal ganglia, diffuse to most cortical areas, and specific to defined neocortical areas. Even small brain lesions may have widespread functional sequelae, potentially demonstrable by positron emission tomography. "
37,2,"Alcoholics and liver transplantation. The Ethics and Social Impact Committee of the Transplant and Health Policy Center. Two arguments underlie a widespread unwillingness to consider patients with alcoholic cirrhosis of the liver as candidates for transplantation. First, alcoholics are morally blameworthy, their condition the result of their own misconduct; such blameworthiness disqualifies alcoholics in unavoidable competition for organs with others who are equally sick but blameless. Second, because of their habits, alcoholics will not exhibit satisfactory rates of survival after transplantation; good stewardship of a scarce lifesaving resource therefore requires that alcoholics not be considered for liver transplantation. These arguments are carefully analyzed and shown to be defective. There is not good moral or medical reason for categorically precluding alcoholics as candidates for liver transplantation. It would, in addition, be unjust to implement such a preclusion simply because others might respond negatively if we do not. "
38,4,"Felodipine in the treatment of hypertensive type II diabetics: effect on glucose homeostasis. The effect of felodipine on glucose tolerance was evaluated in 18 male type II diabetic patients treated with diet alone, who were hypertensive despite beta-blocker treatment. The study was a double-bind cross-over comparison of placebo and felodipine in addition to beta-blockade. Oral glucose tolerance tests were performed at randomization and at the end of each 4-week double-blind treatment period. The doses of felodipine given were 5 mg b.i.d. for 2 weeks followed by 10 mg b.i.d. for a further 2 weeks. Blood pressure was significantly reduced during felodipine treatment, whereas heart rate remained unaltered. HbA1c and fasting insulin levels did not change during the treatment periods. Fasting and maximal blood glucose levels were not altered between any of the treatment periods. However, there was a small but statistically significant increase (median increase 4%) in the area under the glucose concentration vs. time curve after felodipine as compared to placebo treatment. This increase was not considered to be clinically significant in the short term, but the finding merits further investigation in a rigorous long-term study. "
39,2,"Mechanisms of gallstone formation in women. Effects of exogenous estrogen (Premarin) and dietary cholesterol on hepatic lipid metabolism. Our aim was to define mechanisms whereby conjugated estrogens (Premarin, exogenous estrogen; Ayerst Laboratories, New York) increase the risk of developing cholesterol gallstones and to determine the role, if any, of dietary cholesterol. We studied gallbladder motor function, biliary lipid composition and secretion, cholesterol absorption, cholesterol synthesis and esterification by peripheral blood mononuclear cells, the clearance of chylomicron remnants, and bile acid kinetics in 29 anovulatory women. 13 were studied on both a low (443 +/- 119 mumol/d) and high (2,021 +/- 262 mumol/d) cholesterol diet. Premarin increased the lithogenic index of bile (P less than 0.05), increased biliary cholesterol secretion (P less than 0.005), lowered chenodeoxycholate (CDCA) pool (P less than 0.001) and synthesis (P less than 0.05), altered biliary bile acid composition [( CA + DCA]/CDCA increases, P less than 0.005), stimulated cholesterol esterification (P less than 0.03), and enhanced the clearance of chylomicron remnants (P = 0.07). Increases in dietary cholesterol stimulated the biliary secretion of cholesterol (P = 0.07), bile acid (P less than 0.05), phospholipid (P = 0.07), and as a result, did not alter lithogenic index. The reduction in CDCA pool and synthesis by Premarin was reversed by increasing dietary cholesterol. Off Premarin, only 24% of the increase in cholesterol entering the body in the diet was recovered as biliary cholesterol or newly synthesized bile acid. On Premarin, 68% of this increase in cholesterol was recovered as these biliary lipids. We conclude that Premarin increases biliary cholesterol by enhancing hepatic lipoprotein uptake and inhibiting bile acid synthesis. These actions of Premarin divert dietary cholesterol into bile. "
40,0,"Restenosis after directional coronary atherectomy: differences between primary atheromatous and restenosis lesions and influence of subintimal tissue resection. Rates of restenosis were evaluated in 70 patients (74 lesions) after successful directional coronary atherectomy. The extent of vascular tissue resection was correlated with restenosis rates for coronary (n = 59) and vein bypass graft (n = 15) lesions. After 6 months, the overall restenosis rate was 50% (37 of 74 lesions); it was 42% (15 of 36 lesions) when intima alone was resected, 50% (7 of 14 lesions) when media was resected and 63% (15 of 24 lesions) when adventitia was resected. Subintimal tissue resection increased the restenosis rate for vein grafts (43% with intimal resection versus 100% with subintimal resection, p = 0.01) but not for coronary arteries (50% versus 48%). There was no overall difference in restenosis rates after atherectomy between primary lesions and restenosis lesions that occurred after balloon angioplasty (46% versus 54%). Among postballoon angioplasty restenosis lesions, a higher rate of restenosis after atherectomy was found with subintimal than with intimal resection (78% versus 32%, p = 0.01). Tissues from patients undergoing a second atherectomy for restenosis after initial atherectomy (n = 8) demonstrated neointimal hyperplasia that appeared histologically identical to restenotic tissue developing after balloon angioplasty (n = 37). These data suggest that the cellular response to directional coronary atherectomy is characterized by neointimal proliferation similar to that which may develop after balloon angioplasty. The extent of fibrous hyperplasia appears to be related to the depth of tissue resection in vein graft lesions and coronary artery restenosis lesions that occur after balloon angioplasty but not in primary atheromatous coronary artery lesions. "
41,1,"Squamous cell carcinomas often produce more than a single bone resorption-stimulating factor: role of interleukin-1 alpha*. Several cultured human squamous cell carcinoma cell lines (SCC-4, SCC-12B2, SCC-12F2, EC-GI-10, and BEN) and one normal keratinocyte line (Epy-1) were investigated for the production of bone resorption-stimulating activity (BRSA). Conditioned medium (CM) from each of the six cell lines stimulated bone resorption in neonatal mouse calvariae in culture. The BRSA of SCC-12F2 and EC-GI-10 was inhibited completely by antibody to interleukin-1 alpha (IL-1 alpha), whereas the BRSA in CM from the BEN, SCC-4, SCC-12B2, and Epy-1 cell lines was only partially inhibited by anti-IL-1 alpha. Addition of indomethacin to the calvarial cultures also partially inhibited the BRSA from EC-GI-10, SCC-4, SCC-12B2, and Epy-1 cells; the BRSA from BEN and SCC-12F2 cells was inhibited completely by indomethacin. cAMP production by calvariae was determined after a 60-min incubation with CM. CM from EC-GI-10, BEN, SCC-4, and Epy-1 stimulated cAMP production by bone. Preincubation of CM from BEN, EC-GI-10, SCC-4, and Epy-1 cells with two antisera against PTH-related protein [PTHrP; one specific for two PTHrP-(1-141), the other recognizing both PTHrP-(1-40) and PTHrP-(1-141)] completely inhibited the cAMP-stimulating activity. Using specific enzyme-linked immunosorbent assays for IL-1 alpha and IL-1 beta, IL-1 alpha was measured in CM of the SCC-4, SCC-12B2, SCC-12F2, and Epy-1 cell lines. IL-1 beta was undetectable (less than 0.1 ng/ml) in CM from all cell lines. Our findings indicate that the BRSA secreted by SCC-12F2 cells can be accounted for largely or entirely by IL-1 alpha, while the activity produced by SCC-12B2 includes IL-1 alpha and another unknown factor(s). The BRSA produced by EC-GI-10, BEN, SCC-4, and Epy-1 cells includes both IL-1 alpha and PTHrP. We conclude that IL-1 alpha may be a more prevalent and biologically significant component of the BRSA produced by SCCs than previously recognized. "
42,0,"Ventricular ectopy: significance and management. Ventricular ectopy is a normal variant of cardiac rhythm, and its significance in an individual is related to cardiac risk factors and the presence or absence of heart disease. Although there is good evidence in many forms of heart disease that complex VEBs indicate a high risk of death, treatment of asymptomatic VEBs with antiarrhythmic drugs has not been shown to improve survival and may be hazardous. Treatment should be directed at the underlying heart disease. Those with heart disease and severe symptoms resulting from VEBs will often require electrophysiological assessment as to specific antiarrhythmic therapy. Those without heart disease can usually be managed by reassurance and do not require antiarrhythmic drugs. "
43,0,"Perforin-mediated myocardial damage in acute myocarditis. Endomyocardial specimens were obtained from 7 patients with acute myocarditis. Immunohistochemical examination of the mononuclear infiltrate showed mainly cytotoxic T lymphocytes and natural killer cells. Perforin (a pore-forming protein found in cytotoxic lymphocytes) was identified in this myocardial lymphocytic infiltrate and electron microscopy showed myocardial cell damage that may have been associated with these perforin containing lymphocytes. The results indicate that in acute idiopathic and viral myocarditis, myocardial damage may be due to the action of perforin-secreting lymphocytes. "
44,3,Parkinsonian tremor loses its alternating aspect during non-REM sleep and is inhibited by REM sleep. Non-REM sleep transforms the waking alternating Parkinsonian tremor into subclinical repetitive muscle contractions whose amplitude and duration decrease as non-REM sleep progresses from stages I to IV. During REM sleep Parkinsonian tremor disappears while the isolated muscle events increase significantly. 
45,2,"Intestinal pseudoobstruction secondary to amyloidosis responsive to cisapride. A case of chronic intestinal pseudoobstruction secondary to systemic amyloidosis in a patient with multiple myeloma is described. Gastrointestinal symptoms and indices of nutrition improved markedly after commencing treatment with cisapride, which may have been responsible for relatively prolonged survival compared with similar reported cases. "
46,3,"Late effects of paralytic poliomyelitis in Olmsted County, Minnesota. We identified a cohort of 300 individuals who had paralytic polio between 1935 and 1955. All lived in Olmsted County, Minnesota. From the 247 survivors, we selected 50 subjects for detailed historical, functional, psychological, clinical, and electrophysiologic evaluation. Sixty-four percent of these 50 survivors complained of new symptoms of muscle pain, fatigue, and weakness after a period of prolonged stability. This led to changes in lifestyle or activity in only 18%. The likelihood of expressing new complaints was not related to present age or interval since polio, and electrophysiologic testing did not distinguish between those with or without new problems. The development of new difficulties in a limb was most strongly predicted by significant paralysis of that limb at the time of the acute illness. Patients with leg weakness were twice as likely to complain of new problems compared to those with arm weakness. Elevated creatine kinase levels were present only in those with new complaints. "
47,1,"New concepts in the treatment of stage D1 adenocarcinoma of the prostate. Stage D1 disease will be encountered in 20 per cent of patients by those who treat prostate cancer. There is marked heterogeneity among cancers discovered at this stage, with 5-year disease-free survival rates ranging from 0 to 95 per cent. Generally, when prostate cancer has escaped the confines of the gland, metastasis occurs, and widespread systemic disease prevails. Any significant chance for long-term cure will then depend on systemic therapy. From maturing data in retrospective reviews, preliminary data from prospective trials, and recent well-conducted animal studies, chemotherapy and hormonal deprivation appear most effective when tumor volumes are the smallest. This evidence supports the removal of all cancer possible and the early institution of systemic treatment. Caution must be exercised in extrapolating the aforementioned evidence to include cases of more extensive prostate cancer (i.e., patients with bulky pelvic or retroperitoneal disease, distant metastasis, or significant elevation of serum markers). It is doubtful that ""debulking"" with removal of the prostate and lymph nodes will provide any justifiable advantages in these patients. Whether removal of the prostate affords any local palliative benefit is an issue for debate. Certainly, the primary tumor, if left untreated, will progress locally and cause symptoms necessitating further procedures in more than half these patients, whereas the incidence of local recurrence and the adverse effects of these recurrences in patients with D1 disease after radical prostatectomy and adjuvant therapy is less than 10 per cent. Surgical refinements coupled with acceptably low morbidity now associated with radical prostatectomy have led some authors to endorse the palliative benefits of removing the primary tumor in selected patients. The purpose of this article is not to endorse or disparage the aggressive treatment of patients with stage D1 prostate cancer. The evidence suggests that if long-term survival is the endpoint used to compare treatment groups, then to date no treatment option offers significant advantages. On the contrary, if progression rates or disease-free survival are compared, then cytoreductive surgery and early systemic adjuvant treatment (testosterone deprivation or chemotherapy) provides significant advantages for selected patients with stage D1 disease. Although ploidy analysis, receptor mapping, and oncogene assays are promising, today, there is no practical way to identify patients who will benefit most from multimodality treatment approaches.(ABSTRACT TRUNCATED AT 400 WORDS). "
48,1,"Palliative operations for colorectal cancer. A review of 96 consecutive patients who underwent palliative surgery for primary colorectal cancer was undertaken to clarify the value of palliation achieved with surgical treatment. The overall rate of postoperative mortality was 8 percent (8 of 96) and the overall rate of postoperative morbidity was 24 percent (23 of 96). The mortality rate was 5 percent (3 of 66) after resective surgery and 17 percent (5 of 30) after nonresective surgery. Three deaths were related to the malignant disease, three were related to the intra-abdominal infection, and two were related to formation of intestinocutaneous fistulas. Of the 8 patients who died, 1 had a tumor with local visceral involvement only and 7 had a tumor with more distant spread. Median survival was 10 months for all patients, 15 months for patients treated with resective surgery, and 7 months for nonresected patients. Five patients (5 percent) have survived for longer than 5 years. The median relief of preoperative cancer symptoms was 4 months (4 months after resective surgery and 1 month after nonresective surgery). Twenty-five patients have undergone second surgery. It is concluded that palliative resective surgery for colorectal cancer can improve patient comfort with an acceptable postoperative mortality rate when cancer growth is localized and in favorable cases with more distant spread, whereas nonresective surgery fails to achieve symptom relief. "
49,0,"Lung lobe torsion following lobectomy. Three cases of postoperative pulmonary lobe torsion were reported. Two of three showed hemorrhagic infarctions, and as a result underwent rethoracotomies and removal of the affected lobes. From these experiences, we consider that computed tomography (CT) and bronchofiberscopic examinations are useful for the diagnosis of advanced torsion. "
50,4,"Tilt test for diagnosis of unexplained syncope in pediatric patients. Thirty-five teenage patients with a history of presyncope or syncope underwent a passive head-up tilting to reproduce symptoms of syncope. If tilting alone did not induce syncope, isoproterenol infusion was given to increase heart rate to 150 to 160 beats per minute. In 80% of patients with a history of syncope, identical symptoms could be reproduced during tilting: an abrupt fall in blood pressure combined with profound nodal bradycardia, ranging from 32 to 86 beats per minute. These symptoms were quickly reversed by returning the patient to the supine position. For patients with frequent occurrences of syncope, especially when there was a history of trauma sustained during these episodes, a therapeutic regimen of either beta blockers or 9 alpha-fluorocortisol was begun. The mechanisms of this common cause of syncope in childhood is neurocardiogenic in response to venous pooling and catecholamine-induced tachycardia. The tilt test is an excellent and cost-effective test for the workup of unexplained syncope in childhood. "
51,4,"Clinical and hemodynamic correlates of sympathetic nerve activity in normal humans and patients with heart failure: evidence from direct microneurographic recordings. To characterize the neural excitatory state of heart failure, simultaneous measurements of efferent sympathetic nerve activity to muscle (by microneurography) and rest hemodynamics were obtained in 10 normal subjects (age 25 +/- 2 years, mean +/- SEM) and 29 patients with heart failure (age 49 +/- 2 years; New York Heart Association functional class II to IV; left ventricular ejection fraction 21 +/- 1%; cardiac index = 2.16 +/- 0.13 liters/min per m2; pulmonary capillary wedge pressure 23 +/- 2 mm Hg). Sympathetic nerve activity was significantly higher in the patients with heart failure (54.7 +/- 4.5 bursts/min) than in normal subjects (16.7 +/- 2.2 bursts/min, p less than 0.001). Multiple linear regression analyses indicated that sympathetic activity in these human subjects was most strongly and inversely correlated with left ventricular stroke work index (r = -0.86, p less than 0.0001) and stroke volume index (r = -0.85, p less than 0.0001). There was a strong positive correlation between sympathetic nerve activity and pulmonary artery diastolic (r = 0.82, p less than 0.0001) and mean (r = 0.81, p less than 0.0001) pressures. Similar correlations were seen when patients with heart failure were analyzed separately. There was no significant correlation between sympathetic nerve activity and mean arterial pressure, left ventricular ejection fraction (by radionuclide ventriculography), cardiac chamber size (by echocardiography) or arterial oxygen tension in the patients with heart failure. Direct measurements of sympathetic nerve activity correlated closely with plasma norepinephrine (r = 0.72, p less than 0.0001) in patients with heart failure. Thus, sympathetic nerve activity at rest parallels impairment of cardiac performance in patients with heart failure. "
52,0,"Histologic evaluation of the width of soft tissue necrosis adjacent to carbon dioxide laser incisions. This study evaluated the width of tissue necrosis lateral to carbon dioxide laser incisions on human intraoral excisional biopsy specimens. Measurements were made on specimens including epithelium, muscle, dense and loose connective tissue, and salivary gland. Results showed a mean width of tissue necrosis of 86 microns in epithelium, 85 microns in muscle, 51 microns in loose connective tissue, 96 microns in dense connective tissue, and 41 microns in salivary gland. The range of thermal necrosis in different tissue types is probably based on the water content within each type. A cellular partially homogenized zone of reversible thermal damage up to 500 microns in width was visible adjacent to the zone of thermal necrosis. The relatively narrow width of tissue necrosis with this technique may account for the claimed superior properties of laser-induced wounds compared with those created by electrosurgery. "
53,4,"Impact of nonoperative therapy on the clinical management of peripheral arterial disease. Nonoperative therapy includes conservative noninterventional modalities and the endovascular interventional modalities of percutaneous transluminal angioplasty and a variety of laser systems and atherectomy devices. The role and impact of all nonoperative treatments are considered in the perspectives of the natural history of lower-extremity arteriosclerosis and its present surgical (operative) treatment. Nonoperative treatments may replace and/or facilitate surgical treatment in operative candidates. Nonoperative methods may also justify treatment in patients who cannot or should not be subjected to surgery. Facts and opinions relating to these uses of nonoperative treatments are presented, and the qualifications and credentialing of individuals who should be treating patients with lower-extremity ischemia resulting from peripheral arteriosclerosis are discussed. "
54,3,"Effects of repeated temporary clipping of the middle cerebral artery on pial arterial diameter, regional cerebral blood flow, and brain structure in cats. Temporary clipping of the major arterial trunk is an important maneuver to control excessive unexpected bleeding in neurosurgical operations; however, repeated temporary clipping can give rise to severe neurological deficits after surgery. The present study was performed to confirm and explain these clinical findings. Initially, a single 20-minute or 1-hour occlusion of the middle cerebral artery was performed in each of 5 cats. Pial arterial diameter was determined by video imaging, regional cerebral blood flow was measured by autoradiography, and cerebral edema and infarction were observed. In the 20-minute occlusion group, no abnormal changes were found 5 hours after recirculation. In the 1-hour occlusion group, pial arteries were dilated by 45%, and regional cerebral blood flow increased to more than twice the resting cortical values. The extent of cerebral edema was 41.2 +/- 7.5% (SE) and infarction was 34.5 +/- 9.5% (SE) of the hemisphere. In the second experiment, three 20-minute occlusions of the middle cerebral artery in a 1-hour interval were performed in 20 cats. In 10 of them, thiopental (40 mg/kg) was used to protect the brain. In the group without barbiturate treatment, pial arteries were dilated by 40% at the end of experiment, regional cerebral blood flow decreased to about 70% compared with single 20-minute occlusion, cerebral edema was 19.5 +/- 8.1% (SE), and infarction was 8.1 +/- 3.7% (SE) of the hemisphere. In the treated group, these were only trivial changes. The effect of repeated clipping may cumulatively cause brain damage, and barbiturates should be used whenever repeated clipping is necessary. "
55,2,"Parathyroid hormone and cirrhosis of the liver. Fifty patients with liver cirrhosis (36 alcoholic, 1 drug-induced, 7 posthepatitic, and 6 cryptogenic) and normal renal function were investigated to determine whether PTH levels in serum, measured using the common midregion human PTH-(44-68) RIA, are elevated in such patients and whether this is related to impaired liver function rather than to the effect of secondary hyperparathyroidism. Their data were compared with those from 25 control subjects. The median PTH level of 462 +/- 18 ng/L (+/- SEM) was significantly increased (P less than 0.01) in cirrhotics compared with that of 236 +/- 13 ng/L in the control group. Significant correlations were found between PTH levels and parameters of liver function such as prothrombin time (r = -0.40; P less than 0.01), albumin as a percentage of total protein (r = -0.48; P less than 0.01), bilirubin (r = 0.35; P less than 0.05), albumin (r = -0.34; p less than 0.05), and cholesterol (r = -0.32; P less than 0.05), but not for antipyrine clearance, suggesting increasing PTH with decreasing liver function. The median calcium level (2.26 +/- 0.03 mmol/L), corrected for changes in albumin, was near the lower limit of the normal range (2.25-2.60), but corrected calcium and PTH were positively correlated (r = 0.33; P less than 0.05), indicating that the elevation is not reactive to calcium depletion. A negative correlation existed between PTH and 25-hydroxy-cholecalciferol (r = -0.49; P less than 0.05), the main circulating metabolite of vitamin D. Normal values in an immunoradiometric assay that detects the whole sequence of human PTH-(1-84) suggest that fragments rather than the intact hormone are responsible for PTH elevations in cirrhosis. The positive correlation between midregion PTH and corrected calcium is probably an artifact of the correction formula. In conclusion, midregion PTH fragments are increased in patients with liver cirrhosis. The reason for this elevation may well be the impaired liver function rather than secondary hyperparathyroidism. "
